Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue,treatment
SRR14537315,NA,SELEX,51,100219794,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188607,Human,70531214,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881445,Illumina HiSeq 2000,NA,Rnd1_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,Rnd1_Lib2,Lib2,NA,SRP319847,NA,Round-1
SRR14537316,NA,SELEX,101,203337543,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188606,Human,116377052,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881444,Illumina HiSeq 2000,NA,Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,Rnd3_Lib1,Lib1,NA,SRP319847,NA,Round-3
SRR14537317,NA,SELEX,101,167850082,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188605,Human,97416332,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881443,Illumina HiSeq 2000,NA,Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,Rnd2_Lib1,Lib1,NA,SRP319847,NA,Round-2
SRR14537318,NA,SELEX,51,94190166,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188604,Human,66234235,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881442,Illumina HiSeq 2000,NA,NURR1_Rnd3_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,NURR1_Rnd3_Lib2,NURR1,NA,SRP319847,NA,Round-3 with Lib2
SRR14537319,NA,SELEX,51,96215223,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188603,Human,67332190,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881441,Illumina HiSeq 2000,NA,NURR1_Rnd2_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,NURR1_Rnd2_Lib2,NURR1,NA,SRP319847,NA,Round-2 with Lib2
SRR14537320,NA,SELEX,51,94271562,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188602,Human,66880761,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881440,Illumina HiSeq 2000,NA,NURR1_Rnd1_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,NURR1_Rnd1_Lib2,NURR1,NA,SRP319847,NA,Round-1 with Lib2
SRR14537321,NA,SELEX,51,88051755,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188601,Human,62422857,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881439,Illumina HiSeq 2000,NA,RXRA_17_Rnd3_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_17_Rnd3_Lib2,RXRA,NA,SRP319847,NA,Round-3 with Lib2 and Ligand #17
SRR14537322,NA,SELEX,51,103948710,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188600,Human,73087023,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881438,Illumina HiSeq 2000,NA,RXRA_17_Rnd2_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_17_Rnd2_Lib2,RXRA,NA,SRP319847,NA,Round-2 with Lib2 and Ligand #17
SRR14537323,NA,SELEX,51,102301155,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188599,Human,71641358,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881437,Illumina HiSeq 2000,NA,RXRA_17_Rnd1_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_17_Rnd1_Lib2,RXRA,NA,SRP319847,NA,Round-1 with Lib2 and Ligand #17
SRR14537324,NA,SELEX,51,88579146,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188598,Human,62827428,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881436,Illumina HiSeq 2000,NA,ESR1_5_Rnd3_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,ESR1_5_Rnd3_Lib2,ESR1,NA,SRP319847,NA,Round-3 with Lib2 and Ligand #5
SRR14537325,NA,SELEX,101,146430305,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188490,Human,91547392,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881435,Illumina HiSeq 2000,NA,ESRRA_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,ESRRA_Rnd2_Lib1,ESRRA,NA,SRP319847,NA,Round-2 with Lib1
SRR14537326,NA,SELEX,51,83027745,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188597,Human,58606924,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881434,Illumina HiSeq 2000,NA,ESR1_5_Rnd2_Lib2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,ESR1_5_Rnd2_Lib2,ESR1,NA,SRP319847,NA,Round-2 with Lib2 and Ligand #5
SRR14537327,NA,SELEX,101,115047383,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188596,Human,64840927,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881433,Illumina HiSeq 2000,NA,NURR1_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,NURR1_Rnd3_Lib1,NURR1,NA,SRP319847,NA,Round-3 with Lib1
SRR14537328,NA,SELEX,101,104425213,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188595,Human,59480391,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881432,Illumina HiSeq 2000,NA,NOR1_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,NOR1_Rnd3_Lib1,NOR1,NA,SRP319847,NA,Round-3 with Lib1
SRR14537329,NA,SELEX,101,75307923,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188594,Human,45332398,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881431,Illumina HiSeq 2000,NA,NOR1_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,NOR1_Rnd2_Lib1,NOR1,NA,SRP319847,NA,Round-2 with Lib1
SRR14537330,NA,SELEX,101,141195475,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188593,Human,78410476,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881430,Illumina HiSeq 2000,NA,RXRG_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRG_Rnd3_Lib1,RXRG,NA,SRP319847,NA,Round-3 with Lib1
SRR14537331,NA,SELEX,101,85470240,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188592,Human,52007141,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881429,Illumina HiSeq 2000,NA,RXRG_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRG_Rnd2_Lib1,RXRG,NA,SRP319847,NA,Round-2 with Lib1
SRR14537332,NA,SELEX,101,103218465,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188591,Human,59191828,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881428,Illumina HiSeq 2000,NA,RXRG_17_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRG_17_Rnd3_Lib1,RXRG,NA,SRP319847,NA,Round-3 with Lib1 and Ligand #17
SRR14537333,NA,SELEX,101,108838408,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188590,Human,68104114,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881427,Illumina HiSeq 2000,NA,RXRG_17_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRG_17_Rnd2_Lib1,RXRG,NA,SRP319847,NA,Round-2 with Lib1 and Ligand #17
SRR14537334,NA,SELEX,101,31225362,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188589,Human,21028922,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881426,Illumina HiSeq 2000,NA,RXRG-RXRA_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRG-RXRA_Rnd3_Lib1,RXRG:RXRA,NA,SRP319847,NA,Round-3 with Lib1
SRR14537335,NA,SELEX,101,89142196,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188588,Human,54433737,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881425,Illumina HiSeq 2000,NA,RXRB_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRB_Rnd3_Lib1,RXRB,NA,SRP319847,NA,Round-3 with Lib1
SRR14537336,NA,SELEX,101,19244742,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188489,Human,13228742,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881424,Illumina HiSeq 2000,NA,ESRRA-RXRA_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,ESRRA-RXRA_Rnd3_Lib1,ESRRA:RXRA,NA,SRP319847,NA,Round-3 with Lib1
SRR14537337,NA,SELEX,101,66597683,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188587,Human,37760935,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881423,Illumina HiSeq 2000,NA,RXRB_17_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRB_17_Rnd3_Lib1,RXRB,NA,SRP319847,NA,Round-3 with Lib1 and Ligand #17
SRR14537338,NA,SELEX,101,90003120,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188586,Human,50592992,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881422,Illumina HiSeq 2000,NA,RXRA_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_Rnd3_Lib1,RXRA,NA,SRP319847,NA,Round-3 with Lib1
SRR14537339,NA,SELEX,101,79949075,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188585,Human,47710512,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881421,Illumina HiSeq 2000,NA,RXRA_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_Rnd2_Lib1,RXRA,NA,SRP319847,NA,Round-2 with Lib1
SRR14537340,NA,SELEX,101,63858563,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188584,Human,36556461,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881420,Illumina HiSeq 2000,NA,RXRA_17_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_17_Rnd3_Lib1,RXRA,NA,SRP319847,NA,Round-3 with Lib1 and Ligand #17
SRR14537341,NA,SELEX,101,73786156,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188583,Human,44971320,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881419,Illumina HiSeq 2000,NA,RXRA_17_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA_17_Rnd2_Lib1,RXRA,NA,SRP319847,NA,Round-2 with Lib1 and Ligand #17
SRR14537342,NA,SELEX,101,45362231,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188582,Human,31535079,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881418,Illumina HiSeq 2000,NA,RXRA-RXRA_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,RXRA-RXRA_Rnd3_Lib1,RXRA:RXRA,NA,SRP319847,NA,Round-3 with Lib1
SRR14537343,NA,SELEX,101,96652051,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188581,Human,57065678,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881417,Illumina HiSeq 2000,NA,HNF4G_Rnd3_Lib1_Rep2,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,HNF4G_Rnd3_Lib1_Rep2,HNF4G,NA,SRP319847,NA,Round-3 with Lib1 (Replicate 2)
SRR14537344,NA,SELEX,101,102616404,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188580,Human,58132527,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881416,Illumina HiSeq 2000,NA,HNF4G_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,HNF4G_Rnd3_Lib1,HNF4G,NA,SRP319847,NA,Round-3 with Lib1
SRR14537345,NA,SELEX,101,76716166,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188579,Human,46078131,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881415,Illumina HiSeq 2000,NA,HNF4G_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,HNF4G_Rnd2_Lib1,HNF4G,NA,SRP319847,NA,Round-2 with Lib1
SRR14537346,NA,SELEX,101,88567203,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188578,Human,50537654,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881414,Illumina HiSeq 2000,NA,HNF4A_18_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,HNF4A_18_Rnd3_Lib1,HNF4A,NA,SRP319847,NA,Round-3 with Lib1 and Ligand #18
SRR14537347,NA,SELEX,101,117827812,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188488,Human,67096580,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881413,Illumina HiSeq 2000,NA,GR_3_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,GR_3_Rnd3_Lib1,GR,NA,SRP319847,NA,Round-3 with Lib1 and Ligand #3
SRR14537348,NA,SELEX,101,121573801,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188479,Human,69456802,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881412,Illumina HiSeq 2000,NA,MR_1_Rnd3_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,MR_1_Rnd3_Lib1,MR,NA,SRP319847,NA,Round-3 with Lib1 and Ligand #1
SRR14537349,NA,SELEX,101,75757878,"Promega Corporation\, Madison\, WI",PRJNA729962,SAMN19188478,Human,46347954,ST JUDE'S CHILDREN'S HOSPITAL,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10881411,Illumina HiSeq 2000,NA,MR_1_Rnd2_Lib1,SINGLE,PCR,SYNTHETIC,Homo sapiens,ILLUMINA,2021-05-15T00:00:00Z,MR_1_Rnd2_Lib1,MR,NA,SRP319847,NA,Round-2 with Lib1 and Ligand #1
